hits_count,hits_count_pro,ratio_hits_prom,orf_len,insertion_index,NI,NI_ratio,HFI,orf,label
0.018808777429467086,0.1875,1.2,0.01798120147118921,0.01910828025477707,1.2167764223253803,0.3241525423728813,0.2611464968152866,YAL069W,non_ess
0.003134796238244514,0.09375,0.5,0.013894564773191665,0.003937007874015748,0.2470956499290048,0.060889929742388764,1.0,YAL068W-A,non_ess
0.025078369905956112,0.09375,1.0,0.017572537801389457,0.025974025974025976,3.0835978835978834,6.167195767195767,0.5227272727272727,YAL066W,non_ess
0.19122257053291536,0.53125,1.5454545454545454,0.09011033919084593,0.04442825928623452,1.7823019148583603,1.1857602944559469,0.14202476329206118,YAL062W,non_ess
0.16927899686520376,0.03125,0.3333333333333333,0.08193706579485084,0.043096568236233035,1.4536982210436886,1.1085043988269796,0.1380686352753392,YAL061W,non_ess
0.12539184952978055,0.03125,2.0,0.07478545157335513,0.03484320557491289,0.9384910758728576,1.105990783410138,0.17857142857142858,YAL060W,non_ess
0.01567398119122257,0.4375,1.4,0.020433183489987742,0.014285714285714284,0.3681547619047619,0.7430555555555554,1.0,YAL056C-A,non_ess
0.025078369905956112,0.0625,2.0,0.0335104209235799,0.014760147601476013,0.29405494054940545,0.499145299145299,0.3874538745387454,YAL055W,non_ess
0.028213166144200625,0.03125,0.25,0.15713118103800575,0.003818413237165889,0.08115895912883607,0.30729166666666663,0.4586338565973696,YAL043C,ess
0.03134796238244514,0.09375,0.75,0.022272170004086638,0.026525198938992044,0.6094874952633573,0.7477678571428572,0.3236074270557029,YAL042C-A,non_ess
0.006269592476489028,0.0,0.0,0.17123007764609727,0.00078003120124805,0.01982096751118953,0.07714701601164484,0.9114664586583464,YAL041W,ess
0.17241379310344826,0.3125,3.333333333333333,0.05169595422966899,0.06798516687268233,1.7689092942492202,1.1607142857142858,0.0815822002472188,YAL039C,non_ess
0.025078369905956112,0.0,0.0,0.09889660809154067,0.005326231691078561,0.14288993985031453,0.25862068965517243,0.5332889480692411,YAL038W,ess
0.009404388714733543,0.0,0.0,0.002860645688598284,0.03260869565217391,0.8764866445700916,0.5300448430493274,0.32608695652173914,YAL037C-A,non_ess
0.009404388714733543,0.03125,0.2,0.055782590927666534,0.0034522439585730727,0.10865483616982616,0.35526315789473684,0.8711162255466053,YAL034W-A,ess
0.003134796238244514,0.0,0.0,0.03208009807928076,0.001919385796545105,0.09045443486253413,0.1408450704225352,0.5412667946257198,YAL033W,ess
0.03761755485893417,0.0,0.0,0.0741724560686555,0.010535557506584723,0.4913131113281974,0.5965202982601491,0.31431079894644426,YAL032C,ess
0.006269592476489028,0.125,4.0,0.017572537801389457,0.006493506493506494,0.274703557312253,0.427536231884058,0.7532467532467533,YAL031W-A,non_ess
0.03761755485893417,0.0625,2.0,0.035349407437678795,0.0210896309314587,1.019081094652272,0.4392857142857143,0.7891036906854131,YAL019W-A,non_ess
0.0,0.09375,3.0,0.009194932570494484,0.0,0.0,0.0,1.0,YAL016C-B,non_ess
0.0,0.03125,0.5,0.06375153248876175,0.0,0.0,0.0,1.0,YAL003W,ess
0.08150470219435736,0.21875,2.333333333333333,0.1068655496526359,0.01605929586164299,1.0813259213506279,0.5138095238095239,0.19950586781964172,YAR002W,non_ess
0.18495297805642633,0.0625,2.0,0.08377605230894974,0.04609375,4.379886968085106,0.8536170212765958,0.13828125,YAR003W,non_ess
0.006269592476489028,0.0,0.0,0.12362076011442583,0.0010723860589812334,0.08910294431659115,0.1997471554993679,0.6005361930294906,YAR007C,ess
0.006269592476489028,0.0,0.0,0.05292194523906825,0.002418379685610641,0.18867200245676666,0.19841269841269846,0.660217654171705,YAR008W,ess
0.0438871473354232,0.0,0.0,0.19574989783408256,0.0047879616963064295,0.30859979288389994,0.5545171339563864,0.19288645690834474,YAR019C,ess
0.028213166144200625,0.03125,0.5,0.03330608908868002,0.016697588126159554,0.9582317458158894,0.7796287482151357,0.2949907235621521,YAR023C,non_ess
0.03134796238244514,0.15625,2.5,0.01982018798528811,0.029325513196480937,1.517339986285581,3.0514096185737976,0.6011730205278593,YAR030C,non_ess
0.24137931034482757,0.21875,1.1666666666666667,0.13710666121781775,0.03732428502181289,2.7955218985199743,0.8309534776600644,0.12021328162869607,YAR035W,non_ess
0.009404388714733543,0.25,1.6,0.0020433183489987745,0.0375,3.795072115384615,1.658653846153846,0.475,YAR035C-A,non_ess
0.03761755485893417,0.0,1.0,0.019411524315488354,0.03582089552238806,2.3688923802042416,0.6746411483253589,0.4388059701492537,YBL109W,non_ess
0.01567398119122257,0.0,1.0,0.01736820596648958,0.016393442622950817,1.0497521921463973,0.2616279069767441,0.6622950819672131,YBL108W,non_ess
0.050156739811912224,0.0,1.0,0.23191663261136086,0.004630969609261939,0.22701818410621025,0.3849275362318841,0.1837916063675832,YBL105C,ess
0.0219435736677116,0.28125,1.125,0.004699632202697181,0.05882352941176471,3.7428782833888268,1.5298742138364785,0.4453781512605042,YBL100W-C,non_ess
0.012539184952978056,0.0,0.0,0.15079689415610953,0.00176678445229682,0.2412488957597173,0.21875,0.6333922261484098,YBL097W,ess
0.028213166144200625,0.03125,1.0,0.017572537801389457,0.02922077922077922,3.0144532886468367,1.0451612903225806,0.3116883116883117,YBL096C,non_ess
0.0,0.0,1.0,0.04597466285247242,0.0,0.0,0.0,1.0,YBL092W,ess
0.03134796238244514,0.21875,7.0,0.03848249557281025,0.016260162601626018,0.9971793595486976,1.1502782931354358,0.4227642276422765,YBL091C-A,non_ess
0.01567398119122257,0.0,0.0,0.15161422149570905,0.0021968365553602814,0.06880688823020224,0.30137772675086105,0.5461335676625659,YBL084C,ess
0.01567398119122257,0.0,0.0,0.21577441765427055,0.0015537600994406464,0.05892233342620176,0.15155728587319245,0.4297700435052828,YBL076C,ess
0.025078369905956112,0.03125,0.3333333333333333,0.06926849203105845,0.007497656982193066,0.31185309535825,0.5,0.6635426429240863,YBL074C,ess
0.006269592476489028,0.0,1.0,0.06429641738182809,0.002012072434607646,0.06926063422790263,0.17605633802816906,0.8088531187122736,YBL050W,ess
0.13793103448275862,0.15625,1.6666666666666667,0.021659174499387007,0.11956521739130435,3.358392315470172,1.2042933810375671,1.0,YBL044W,non_ess
0.006269592476489028,0.03125,1.0,0.04597466285247242,0.0027586206896551718,0.0744439048081593,0.4945226917057903,0.526896551724138,YBL041W,ess
0.006269592476489028,0.0,0.0,0.048086091813104484,0.002645502645502645,0.07289258745569425,0.12621359223300976,0.984126984126984,YBL040C,ess
0.0,0.0,0.0,0.04413567633837352,0.0,0.0,0.0,1.0,YBL038W,non_ess
0.01567398119122257,0.0,1.0,0.14078463424601553,0.0023618327822390174,0.08196586638187756,0.14347826086956522,0.2805857345299953,YBL035C,ess
0.018808777429467086,0.0,0.0,0.30588475684511646,0.001321294868971592,0.03887603666025695,0.19329896907216493,0.33362695441532697,YBL034C,ess
0.03761755485893417,0.21875,1.0,0.015937883122190438,0.04225352112676056,1.630199803471995,2.6860465116279064,0.39436619718309857,YBL029C-A,non_ess
0.05956112852664577,0.0,0.0,0.07355946056395588,0.016814159292035398,0.6593483042610875,1.0142808568514108,0.3353982300884956,YBL029W,non_ess
0.006269592476489028,0.0,1.0,0.024860373246151753,0.004819277108433735,0.20478714859437752,0.48,0.8626506024096385,YBL026W,ess
0.018808777429467086,0.0,1.0,0.1140171638741316,0.0034802784222737818,0.0910838581372224,0.3126050420168068,0.3810904872389791,YBL020W,ess
0.009404388714733543,0.0,0.0,0.029015120555782592,0.0063025210084033615,0.14383512025499856,0.7873563218390804,0.6848739495798319,YBL018C,ess
0.14733542319749215,0.125,1.3333333333333333,0.10420923579893748,0.029746835443037974,0.7760156984135758,0.8453940528176336,0.09177215189873418,YBL015W,non_ess
0.12225705329153605,0.15625,1.6666666666666667,0.07866775643645281,0.03236514522821577,1.027807416189159,0.8253968253968257,0.24315352697095435,YBL013W,non_ess
0.025078369905956112,0.0,1.0,0.023906824683285657,0.0199501246882793,0.6862598105962089,1.063394683026585,0.4812967581047382,YBL012C,non_ess
0.025078369905956112,0.03125,0.14285714285714285,0.0335104209235799,0.014760147601476013,3.0969817390481595,1.8461538461538465,0.4483394833948339,YBL006C,non_ess
0.018808777429467086,0.0,1.0,0.006742950551695956,0.040268456375838924,8.386435888378664,1.539473684210526,1.0,YBL006W-A,non_ess
0.0219435736677116,0.0625,0.6666666666666666,0.02370249284838578,0.017587939698492462,0.5881966651439013,1.1454545454545455,0.3969849246231156,YBL003C,non_ess
